OBJECTID,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,X,Y,RENDER
4488,2019/03/28 00:00:00+00,1700,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360497,175059,CYC
4489,2019/03/30 00:00:00+00,1454,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362808,175498,CARS
4490,2019/05/16 23:00:00+00,0805,3,Slight,NONE,Other,2,1,0,1,0,0,0,359390,173532,CYC
4491,2019/07/03 23:00:00+00,0932,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360002,172937,CYC
4492,2019/03/20 00:00:00+00,0702,3,Slight,LC,Loss of Control,1,1,0,0,1,0,0,357441,174652,MCYC
4493,2019/03/20 00:00:00+00,1736,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,354418,178340,C
4494,2019/03/22 00:00:00+00,1800,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358717,173183,CARS
4495,2019/03/24 00:00:00+00,0805,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,363873,174319,CARS
4496,2019/07/01 23:00:00+00,1725,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,362297,174198,CARS
4497,2019/05/14 23:00:00+00,1240,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361605,175153,CARS
4498,2019/05/15 23:00:00+00,1445,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,1,358417,174540,CYC
4499,2019/04/17 23:00:00+00,1440,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,363352,169918,CYC
4500,2019/06/15 23:00:00+00,2315,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358605,172784,A
4501,2019/07/12 23:00:00+00,2309,2,Serious,LC,Loss of Control,2,1,0,0,0,0,0,357344,169113,CARS
4502,2019/06/21 23:00:00+00,1430,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,354546,177202,CYC
4503,2019/03/31 23:00:00+00,0930,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,361468,170995,CYC
4504,2019/04/01 23:00:00+00,0815,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359988,172669,CYC
4505,2019/03/31 23:00:00+00,1721,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358212,173011,A
4506,2019/04/01 23:00:00+00,2115,3,Slight,NONE,Other,2,1,0,0,0,0,0,357650,173588,CARS
4507,2019/04/02 23:00:00+00,1600,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,361274,175223,CARS
4508,2019/04/02 23:00:00+00,1530,3,Slight,NONE,Other,2,1,0,0,1,0,0,358332,173621,MCYC
4509,2019/06/21 23:00:00+00,0030,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358292,172906,CYC
4510,2019/03/25 00:00:00+00,1653,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358925,174692,CYC
4511,2019/06/25 23:00:00+00,1745,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361032,173225,A
4512,2019/06/27 23:00:00+00,2355,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,363199,175239,CARS
4513,2019/03/25 00:00:00+00,1718,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,1,358839,176517,CYC
4514,2019/07/11 23:00:00+00,1635,3,Slight,NT,Nose to Tail,2,3,0,0,1,0,0,359535,172337,MCYC
4515,2019/03/26 00:00:00+00,1600,3,Slight,NT,Nose to Tail,3,2,0,0,0,0,0,362596,173626,CARS
4516,2019/03/27 00:00:00+00,0700,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,356512,171585,CYC
4517,2019/07/02 23:00:00+00,1940,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359546,173017,CYC
4518,2019/03/27 00:00:00+00,1327,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358651,176349,CYC
4519,2019/03/27 00:00:00+00,1835,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,360925,169816,MCYC
4520,2019/03/28 00:00:00+00,1637,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,355174,176337,A
4521,2019/04/04 23:00:00+00,0800,3,Slight,NONE,Other,2,1,0,1,0,0,0,360128,176949,CYC
4522,2019/04/04 23:00:00+00,0915,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358074,174518,CYC
4523,2019/03/18 00:00:00+00,0745,3,Slight,NONE,Other,2,1,0,1,0,0,0,358195,178027,CYC
4524,2019/03/11 00:00:00+00,0415,3,Slight,LC,Loss of Control,3,2,0,0,0,0,0,357679,176494,CARS
4525,2019/05/31 23:00:00+00,0530,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,356805,171911,CARS
4526,2019/03/28 00:00:00+00,1515,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358415,171510,A
4527,2019/03/29 00:00:00+00,2145,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358343,171486,CYC
4528,2019/03/29 00:00:00+00,1530,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,361706,173943,C
4529,2019/06/26 23:00:00+00,1040,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,360359,172865,CARS
4530,2019/07/04 23:00:00+00,1035,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359993,172664,CYC
4531,2019/06/04 23:00:00+00,0907,3,Slight,NONE,Other,2,1,0,0,1,0,0,359888,171821,MCYC
4532,2019/07/17 23:00:00+00,0001,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358704,173106,CYC
4533,2019/07/06 23:00:00+00,0100,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358402,169829,A
4534,2019/07/10 23:00:00+00,1900,3,Slight,NONE,Other,2,1,0,0,0,0,0,357697,168275,CARS
4535,2019/07/21 23:00:00+00,0001,3,Slight,LC,Loss of Control,1,1,0,0,1,0,0,362416,177179,MCYC
4536,2019/04/01 23:00:00+00,1557,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358981,176603,MCYC
4537,2019/04/09 23:00:00+00,1810,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358602,172097,CYC
4538,2019/04/11 23:00:00+00,0740,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,361251,173420,CYC
4539,2019/04/09 23:00:00+00,1700,3,Slight,NONE,Other,2,1,0,1,0,0,0,359493,176493,CYC
4540,2019/04/17 23:00:00+00,1730,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358928,172916,CARS
4541,2019/04/23 23:00:00+00,0430,3,Slight,PV,Public Service Vehicle (e.g. bus) passenger – no collis,1,1,0,0,0,1,0,357644,175840,CARS
4542,2019/04/25 23:00:00+00,1315,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358442,172773,CYC
4543,2019/01/17 00:00:00+00,1630,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,364334,174840,CARS
4544,2019/05/03 23:00:00+00,1600,3,Slight,NONE,Other,2,1,0,1,0,0,0,362843,170378,CYC
4545,2019/03/30 00:00:00+00,2330,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,1,359696,177480,CARS
4546,2019/04/10 23:00:00+00,1815,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,357238,171239,C
4547,2019/07/21 23:00:00+00,0830,3,Slight,O,Overtaking,2,1,0,1,0,0,0,359283,176070,CYC
4548,2019/07/21 23:00:00+00,1900,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363273,175888,A
4549,2019/07/23 23:00:00+00,1700,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,358629,173350,A
4550,2019/03/31 00:00:00+00,1115,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,360349,173303,E
4551,2019/03/31 00:00:00+00,1815,3,Slight,NONE,Other,2,1,0,0,0,1,0,358411,167172,CARS
4552,2019/07/28 23:00:00+00,1805,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,355360,177222,A
4553,2019/04/01 23:00:00+00,1330,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,1,360217,177451,MCYC
4554,2019/04/15 23:00:00+00,1803,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,361983,170437,CARS
4555,2019/04/15 23:00:00+00,1355,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357818,173325,CYC
4556,2019/04/03 23:00:00+00,0842,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357911,173639,MCYC
4557,2019/04/30 23:00:00+00,1630,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,353265,176762,A
4558,2019/07/16 23:00:00+00,1006,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,359960,170280,MCYC
4559,2019/01/09 00:00:00+00,1305,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361424,172053,A
4560,2019/03/02 00:00:00+00,0750,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,362007,174055,CYC
4561,2019/05/02 23:00:00+00,1730,3,Slight,NONE,Other,2,1,0,0,1,0,0,359126,174099,MCYC
4562,2019/05/02 23:00:00+00,2155,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,362017,170660,CARS
4563,2019/04/02 23:00:00+00,0933,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356835,171895,CARS
4564,2019/04/03 23:00:00+00,1440,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,360361,175570,CARS
4565,2019/08/04 23:00:00+00,1015,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359590,172355,CYC
4566,2019/04/21 23:00:00+00,2110,3,Slight,A,Adult pedestrian,1,1,1,1,0,0,0,358963,174927,A
4567,2019/04/23 23:00:00+00,1540,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,363974,173846,CYC
4568,2019/04/24 23:00:00+00,0820,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358090,174061,CYC
4569,2019/04/30 23:00:00+00,1830,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,355193,175071,CARS
4570,2019/05/03 23:00:00+00,1240,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,1,362005,167910,CARS
4571,2019/05/03 23:00:00+00,1638,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360935,173361,CARS
4572,2019/05/06 23:00:00+00,0805,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359674,172169,CARS
4573,2019/05/06 23:00:00+00,1900,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357203,172528,A
4574,2019/05/07 23:00:00+00,0820,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360458,172914,A
4575,2019/05/09 23:00:00+00,1600,3,Slight,LC,Loss of Control,1,1,0,0,1,0,1,353518,181800,MCYC
4576,2019/05/09 23:00:00+00,1111,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,358807,172882,MCYC
4577,2019/01/07 00:00:00+00,1734,3,Slight,LC,Loss of Control,2,1,0,1,0,0,0,360818,175508,CYC
4578,2019/05/11 23:00:00+00,1820,3,Slight,O,Overtaking,2,2,0,0,0,0,0,360619,174378,CARS
4579,2019/06/14 23:00:00+00,1000,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358380,179280,CYC
4580,2019/05/20 23:00:00+00,1225,3,Slight,HO,Head On,2,1,0,1,0,0,1,361325,174484,CYC
4581,2019/05/27 23:00:00+00,1745,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,360915,177261,CYC
4582,2019/06/20 23:00:00+00,1420,3,Slight,O,Overtaking,3,1,0,1,0,0,0,359094,173538,CYC
4583,2019/07/30 23:00:00+00,1300,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,1,0,361052,174796,CYC
4584,2019/05/31 23:00:00+00,2313,3,Slight,J1,Turning Movement from major road,2,5,0,0,0,2,0,357283,174830,CARS
4585,2019/06/02 23:00:00+00,1700,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,359104,175483,CARS
4586,2019/08/08 23:00:00+00,1655,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,360013,171474,CARS
4587,2019/08/11 23:00:00+00,1410,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,1,0,357115,169471,CYC
4588,2019/06/06 23:00:00+00,0220,2,Serious,A,Adult pedestrian,2,1,1,0,0,0,0,359791,177774,A
4589,2019/08/01 23:00:00+00,2310,2,Serious,J,Turning movement – unidentified priority,2,2,0,0,0,0,0,360111,174700,CARS
4590,2019/06/01 23:00:00+00,1500,2,Serious,J2,Turning Movement from minor road,2,1,0,0,0,0,0,356967,177592,CARS
4591,2019/06/02 23:00:00+00,0825,3,Slight,O,Overtaking,2,1,0,1,0,0,0,363432,175089,CYC
4592,2019/06/03 23:00:00+00,0800,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359682,173307,CYC
4593,2019/06/05 23:00:00+00,1425,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359086,173584,CYC
4594,2019/06/05 23:00:00+00,0725,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357713,172858,CYC
4595,2019/06/09 23:00:00+00,0850,3,Slight,O,Overtaking,2,1,0,1,0,0,0,358974,173439,CYC
4596,2019/08/01 23:00:00+00,0712,2,Serious,HO,Head On,1,1,0,0,0,0,0,358728,168249,CARS
4597,2019/06/17 23:00:00+00,0815,3,Slight,HO,Head On,2,1,0,1,0,0,0,359553,175724,CYC
4598,2019/08/12 23:00:00+00,1858,3,Slight,J1,Turning Movement from major road,2,2,0,1,1,0,0,358911,174595,CYC
4599,2019/08/20 23:00:00+00,0917,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359432,176531,CYC
4600,2019/08/27 23:00:00+00,1430,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,364517,173909,MCYC
4601,2019/08/08 23:00:00+00,0349,2,Serious,HO,Head On,2,4,0,0,0,0,0,361550,171425,CARS
4602,2019/08/16 23:00:00+00,0930,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,359145,175659,MCYC
4603,2019/08/18 23:00:00+00,1350,2,Serious,NT,Nose to Tail,3,3,0,0,0,0,1,354240,180130,CARS
4604,2019/08/21 23:00:00+00,0749,2,Serious,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,361821,173557,CYC
4605,2019/05/22 23:00:00+00,2003,3,Slight,LC,Loss of Control,1,2,0,0,0,1,0,362000,168063,CARS
4606,2019/05/22 23:00:00+00,1238,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,360337,174441,CARS
4607,2019/06/11 23:00:00+00,0820,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360058,174834,CYC
4608,2019/06/12 23:00:00+00,1910,3,Slight,NONE,Other,2,1,0,1,0,0,0,358559,172895,CYC
4609,2019/06/12 23:00:00+00,1640,3,Slight,J,Turning movement – unidentified priority,2,3,0,0,0,2,0,360406,173531,CARS
4610,2019/06/09 23:00:00+00,2215,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,360246,177671,CYC
4611,2019/06/13 23:00:00+00,1415,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,357290,172498,CYC
4612,2019/08/11 23:00:00+00,1900,3,Slight,HO,Head On,1,1,0,0,0,0,0,360983,174877,CARS
4613,2019/08/23 23:00:00+00,1334,3,Slight,HO,Head On,3,1,0,0,0,0,1,357177,169067,CARS
4614,2019/09/08 23:00:00+00,0950,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360328,174222,CARS
4615,2019/09/09 23:00:00+00,0640,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359558,172965,CYC
4616,2019/04/10 23:00:00+00,0850,3,Slight,HO,Head On,2,1,0,1,0,0,0,359745,172811,CYC
4617,2019/04/11 23:00:00+00,1135,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,2,353761,178695,CARS
4618,2019/08/25 23:00:00+00,1005,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,362079,175158,CARS
4619,2019/08/31 23:00:00+00,0305,3,Slight,NONE,Other,4,3,0,0,0,0,0,360574,174291,CARS
4620,2019/04/11 23:00:00+00,1648,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,357552,173384,CYC
4621,2019/04/12 23:00:00+00,1507,3,Slight,NT,Nose to Tail,4,2,0,0,0,0,0,356853,172395,CARS
4622,2019/04/13 23:00:00+00,0245,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358878,173300,CYC
4623,2019/04/13 23:00:00+00,1530,3,Slight,O,Overtaking,2,1,0,0,1,0,1,361000,172042,MCYC
4624,2019/09/05 23:00:00+00,1725,2,Serious,J2,Turning Movement from minor road,2,2,0,0,0,0,0,363251,175544,CARS
4625,2019/08/22 23:00:00+00,1455,2,Serious,J1,Turning Movement from major road,2,1,0,0,0,0,0,359687,176772,CARS
4626,2019/04/14 23:00:00+00,2140,3,Slight,HO,Head On,3,1,0,0,0,0,0,357547,173890,CARS
4627,2019/04/17 23:00:00+00,1331,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,361330,173791,CARS
4628,2019/04/19 23:00:00+00,1630,3,Slight,HO,Head On,3,1,0,0,0,0,1,358218,170730,CARS
4629,2019/04/19 23:00:00+00,1220,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358101,172665,CYC
4630,2019/04/20 23:00:00+00,1240,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,357282,173826,MCYC
4631,2019/04/23 23:00:00+00,1721,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359398,172968,CYC
4632,2019/04/24 23:00:00+00,2014,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360558,171691,CYC
4633,2019/04/25 23:00:00+00,0800,3,Slight,HO,Head On,2,1,0,0,1,0,0,361879,175059,MCYC
4634,2019/04/22 23:00:00+00,0808,3,Slight,LC,Loss of Control,2,1,0,0,0,0,1,356874,168887,CARS
4635,2019/06/11 23:00:00+00,1345,3,Slight,J,Turning movement – unidentified priority,3,1,0,0,0,0,0,358464,175842,CARS
4636,2019/06/16 23:00:00+00,0825,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359184,173973,CYC
4637,2019/06/13 23:00:00+00,1430,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,361470,171472,MCYC
4638,2019/06/18 23:00:00+00,1725,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,1,361948,173530,CARS
4639,2019/06/19 23:00:00+00,0805,3,Slight,HO,Head On,2,1,0,0,0,0,0,356244,169312,CARS
4640,2019/06/19 23:00:00+00,1700,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,361590,172537,A
4641,2019/08/26 23:00:00+00,0820,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359203,173537,CYC
4642,2019/09/10 23:00:00+00,0825,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359685,171448,CYC
4643,2019/09/12 23:00:00+00,1615,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,361194,175230,CARS
4644,2019/09/16 23:00:00+00,1800,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358333,172855,CYC
4645,2019/04/25 23:00:00+00,0423,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,359429,172510,CARS
4646,2019/04/25 23:00:00+00,1853,3,Slight,NONE,Other,2,1,0,1,0,1,0,362961,171208,CYC
4647,2019/04/26 23:00:00+00,1803,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357021,169521,A
4648,2019/04/29 23:00:00+00,1813,3,Slight,NONE,Other,4,2,1,0,0,1,1,363473,173993,CARS
4649,2019/04/27 23:00:00+00,2150,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361655,175128,A
4650,2019/04/30 23:00:00+00,0820,3,Slight,J,Turning movement – unidentified priority,2,2,0,0,1,0,0,363343,175837,MCYC
4651,2019/04/30 23:00:00+00,0820,3,Slight,NT,Nose to Tail,4,1,0,0,0,0,0,362617,170183,CARS
4652,2019/05/03 23:00:00+00,1325,3,Slight,J2,Turning Movement from minor road,3,2,0,0,0,0,0,359349,172570,CARS
4653,2019/05/02 23:00:00+00,1250,2,Serious,HO,Head On,2,1,0,1,0,0,0,359326,173828,CYC
4654,2019/05/07 23:00:00+00,0658,3,Slight,HO,Head On,2,1,0,1,0,0,0,353035,176573,CYC
4655,2019/05/04 23:00:00+00,2130,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,358888,174626,CYC
4656,2019/05/09 23:00:00+00,1530,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,359100,171137,C
4657,2019/05/05 23:00:00+00,1855,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358991,173474,CARS
4658,2019/05/09 23:00:00+00,1915,3,Slight,A,Adult pedestrian,1,1,1,0,1,0,0,358815,172887,A
4659,2019/05/12 23:00:00+00,0820,3,Slight,J,Turning movement – unidentified priority,3,1,0,0,0,0,0,361552,171933,CARS
4660,2019/06/20 23:00:00+00,1220,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357391,175775,CARS
4661,2019/06/22 23:00:00+00,0035,3,Slight,J2,Turning Movement from minor road,3,1,0,0,0,0,0,363993,176165,CARS
4662,2019/06/24 23:00:00+00,1000,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,357955,175760,CYC
4663,2019/05/14 23:00:00+00,0700,3,Slight,J,Turning movement – unidentified priority,3,1,0,0,0,0,0,352415,178412,CARS
4664,2019/05/15 23:00:00+00,0855,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,356969,167806,C
4665,2019/05/14 23:00:00+00,0830,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,359995,172677,CYC
4666,2019/05/14 23:00:00+00,0919,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,0,358240,172579,CARS
4667,2019/05/14 23:00:00+00,1910,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,363201,175242,CARS
4668,2019/05/19 23:00:00+00,1921,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,360923,169822,MCYC
4669,2019/05/22 23:00:00+00,1805,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,363211,173686,C
4670,2019/05/17 23:00:00+00,1826,2,Serious,LC,Loss of Control,2,1,0,0,1,0,0,359537,169972,MCYC
4671,2019/05/21 23:00:00+00,1416,2,Serious,HO,Head On,1,2,0,0,0,0,2,362039,171308,CARS
4672,2019/05/22 23:00:00+00,1745,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359473,172737,CYC
4673,2019/05/17 23:00:00+00,1445,2,Serious,HO,Head On,2,2,0,0,0,0,0,358783,167716,CARS
4674,2019/05/17 23:00:00+00,1620,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,357140,171668,MCYC
4675,2019/05/23 23:00:00+00,1520,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,1,360903,171000,CARS
4676,2019/05/24 23:00:00+00,1730,3,Slight,O,Overtaking,2,1,0,0,0,0,0,361596,174515,CARS
4677,2019/05/26 23:00:00+00,1225,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,360930,169816,CARS
4678,2019/09/12 23:00:00+00,1917,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,361335,169847,MCYC
4679,2019/05/27 23:00:00+00,1743,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,358629,173053,E
4680,2019/05/28 23:00:00+00,1607,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,360687,169910,MCYC
4681,2019/05/29 23:00:00+00,0015,3,Slight,J,Turning movement – unidentified priority,2,5,0,0,0,2,0,353926,181546,CARS
4682,2019/06/04 23:00:00+00,2345,2,Serious,A,Adult pedestrian,1,2,1,0,1,0,0,360981,171612,A
4683,2019/06/25 23:00:00+00,1400,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,362268,173608,CARS
4684,2019/10/31 00:00:00+00,0913,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361668,175119,A
4685,2019/09/02 23:00:00+00,0815,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,361230,176116,MCYC
4686,2019/06/07 23:00:00+00,1515,3,Slight,J1,Turning Movement from major road,2,3,1,0,0,0,1,361200,175659,CARS
4687,2019/06/07 23:00:00+00,0344,3,Slight,HO,Head On,2,1,0,1,0,0,0,356723,176067,CYC
4688,2019/06/08 23:00:00+00,1255,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,362479,175329,A
4689,2019/06/08 23:00:00+00,1459,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,358985,172918,CARS
4690,2019/09/09 23:00:00+00,2025,2,Serious,NT,Nose to Tail,2,1,0,1,0,0,0,358743,173322,CYC
4691,2019/09/10 23:00:00+00,1617,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358075,169787,MCYC
4692,2019/09/10 23:00:00+00,1648,3,Slight,HO,Head On,2,1,0,0,0,0,0,358843,169261,CARS
4693,2019/06/24 23:00:00+00,1049,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357960,175758,CYC
4694,2019/06/20 23:00:00+00,1830,3,Slight,NONE,Other,2,1,0,1,0,0,0,359341,172591,CYC
4695,2019/09/11 23:00:00+00,0930,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358922,168241,A
4696,2019/09/21 23:00:00+00,2205,3,Slight,NONE,Other,1,1,0,0,0,0,0,358380,167895,CARS
4697,2019/09/25 23:00:00+00,1240,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359062,173781,CYC
4698,2019/09/26 23:00:00+00,0015,3,Slight,HO,Head On,3,1,0,0,0,0,0,357385,172005,CARS
4699,2019/09/30 23:00:00+00,0740,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359012,175223,A
4700,2019/06/09 23:00:00+00,1449,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359427,176177,A
4701,2019/09/11 23:00:00+00,0005,2,Serious,NT,Nose to Tail,3,1,0,0,0,0,0,357616,173564,CARS
4702,2019/09/08 23:00:00+00,1810,3,Slight,O,Overtaking,2,1,0,1,0,1,0,353291,177550,CYC
4703,2019/08/06 23:00:00+00,1015,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,359354,172959,MCYC
4704,2019/06/12 23:00:00+00,1415,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,359003,170094,CARS
4705,2019/06/13 23:00:00+00,2224,3,Slight,J2,Turning Movement from minor road,2,5,0,0,0,0,0,358195,170705,CARS
4706,2019/09/16 23:00:00+00,1720,3,Slight,J,Turning movement – unidentified priority,3,1,0,0,0,0,0,359654,172222,CARS
4707,2019/09/23 23:00:00+00,1704,3,Slight,O,Overtaking,2,2,0,0,0,0,0,362166,173584,CARS
4708,2019/06/14 23:00:00+00,1920,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359576,172291,CARS
4709,2019/06/14 23:00:00+00,1450,3,Slight,HO,Head On,2,1,0,0,0,0,0,358570,171598,CARS
